,MOLECULE_CHEMBL_ID,MOLECULE_NAME,MOLECULE_TYPE,FIRST_APPROVAL,ATC_CODE,ATC_CODE_DESCRIPTION,USAN_STEM,MECHANISM_OF_ACTION,MECHANISM_COMMENT,SELECTIVITY_COMMENT,TARGET_CHEMBL_ID,TARGET_NAME,ACTION_TYPE,ORGANISM,TARGET_TYPE,SITE_NAME,BINDING_SITE_COMMENT,MECHANISM_REFS,CANONICAL_SMILES,chembl,hgnc_symbol
4022,CHEMBL1021,Nepafenac,Small molecule,2005.0,S01BC10,"S01BC10 [SENSORY ORGANS: OPHTHALMOLOGICALS: ANTIINFLAMMATORY AGENTS: Antiinflammatory agents, non-steroids]",-ac,Cyclooxygenase inhibitor,,,CHEMBL2094253,Cyclooxygenase,INHIBITOR,Homo sapiens,PROTEIN FAMILY,,,"Name:DailyMed, SrcID:setid=6c212466-ff8d-ecfc-ede2-ef8bdcaaf114, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=6c212466-ff8d-ecfc-ede2-ef8bdcaaf114",NC(=O)Cc1cccc(C(=O)c2ccccc2)c1N,,
4023,CHEMBL1228,Oxyphenbutazone,Small molecule,1960.0,M02AA04; S01BC02; M01AA03,"M02AA04 [MUSCULO-SKELETAL SYSTEM: TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN: TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN: Antiinflammatory preparations, non-steroids for topical use]; S01BC02 [SENSORY ORGANS: OPHTHALMOLOGICALS: ANTIINFLAMMATORY AGENTS: Antiinflammatory agents, non-steroids]; M01AA03 [MUSCULO-SKELETAL SYSTEM: ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS: ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS: Butylpyrazolidines]",-butazone,Cyclooxygenase inhibitor,,,CHEMBL2094253,Cyclooxygenase,INHIBITOR,Homo sapiens,PROTEIN FAMILY,,,"Name:PubMed, SrcID:3108222, URL:http://europepmc.org/abstract/MED/3108222|Name:PubMed, SrcID:11048646, URL:http://europepmc.org/abstract/MED/11048646|Name:KEGG, SrcID:D08324, URL:http://www.kegg.jp/dbget-bin/www_bget?dr:D08324",CCCCC1C(=O)N(N(C1=O)c2ccc(O)cc2)c3ccccc3,,
4024,CHEMBL1200983,Gallium Nitrate,Small molecule,1991.0,,,,Ribonucleoside-diphosphate reductase RR1 inhibitor,,,CHEMBL2095215,Ribonucleoside-diphosphate reductase RR1,INHIBITOR,Homo sapiens,PROTEIN COMPLEX GROUP,Ribonucleoside-diphosphate reductase M2 subunit,M2 subunit is binding site,"Name:PubMed, SrcID:15651176, URL:http://europepmc.org/abstract/MED/15651176|Name:PubMed, SrcID:22800370, URL:http://europepmc.org/abstract/MED/22800370|Name:PubMed, SrcID:1335254, URL:http://europepmc.org/abstract/MED/1335254|Name:PubMed, SrcID:12776257, URL:http://europepmc.org/abstract/MED/12776257",,,
4025,CHEMBL1201048,Dromostanolone Propionate,Small molecule,1982.0,,,-olone,Androgen Receptor agonist,,,CHEMBL1871,Androgen Receptor,AGONIST,Homo sapiens,SINGLE PROTEIN,,,"Name:PubMed, SrcID:15351799, URL:http://europepmc.org/abstract/MED/15351799|Name:PubMed, SrcID:3758193, URL:http://europepmc.org/abstract/MED/3758193",CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CC[C@H]4CC(=O)[C@H](C)C[C@]4(C)[C@H]3CC[C@]12C,CHEMBL1871,AR
4026,CHEMBL198362,Rivaroxaban,Small molecule,2011.0,B01AF01,B01AF01 [BLOOD AND BLOOD FORMING ORGANS: ANTITHROMBOTIC AGENTS: ANTITHROMBOTIC AGENTS: Direct factor Xa inhibitors],-xaban,Coagulation factor X inhibitor,,,CHEMBL244,Coagulation factor X,INHIBITOR,Homo sapiens,SINGLE PROTEIN,,,"Name:DailyMed, SrcID:setid=10db92f9-2300-4a80-836b-673e1ae91610#nlm34090-1, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=10db92f9-2300-4a80-836b-673e1ae91610#nlm34090-1",Clc1ccc(s1)C(=O)NC[C@H]2CN(C(=O)O2)c3ccc(cc3)N4CCOCC4=O,CHEMBL244,F10
4027,CHEMBL451887,Carfilzomib,Protein,2009.0,L01XX45,L01XX45 [ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS: ANTINEOPLASTIC AGENTS: OTHER ANTINEOPLASTIC AGENTS: Other antineoplastic agents],-zomib,26S proteosome inhibitor,,,CHEMBL2364701,26S proteosome,INHIBITOR,Homo sapiens,PROTEIN COMPLEX,26S proteosome beta-5 subunit,MB1 (P28074) is binding site,"Name:FDA, SrcID:label/2012/202714lbl.pdf, URL:http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/202714lbl.pdf|Name:PubMed, SrcID:20116451, URL:http://europepmc.org/abstract/MED/20116451",CC(C)C[C@H](NC(=O)[C@H](CCc1ccccc1)NC(=O)CN2CCOCC2)C(=O)N[C@@H](Cc3ccccc3)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]4(C)CO4,CHEMBL2364701,PSMC6
4028,CHEMBL451887,Carfilzomib,Protein,2009.0,L01XX45,L01XX45 [ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS: ANTINEOPLASTIC AGENTS: OTHER ANTINEOPLASTIC AGENTS: Other antineoplastic agents],-zomib,26S proteosome inhibitor,,,CHEMBL2364701,26S proteosome,INHIBITOR,Homo sapiens,PROTEIN COMPLEX,26S proteosome beta-5 subunit,MB1 (P28074) is binding site,"Name:FDA, SrcID:label/2012/202714lbl.pdf, URL:http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/202714lbl.pdf|Name:PubMed, SrcID:20116451, URL:http://europepmc.org/abstract/MED/20116451",CC(C)C[C@H](NC(=O)[C@H](CCc1ccccc1)NC(=O)CN2CCOCC2)C(=O)N[C@@H](Cc3ccccc3)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]4(C)CO4,CHEMBL2364701,PSMD13
4029,CHEMBL451887,Carfilzomib,Protein,2009.0,L01XX45,L01XX45 [ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS: ANTINEOPLASTIC AGENTS: OTHER ANTINEOPLASTIC AGENTS: Other antineoplastic agents],-zomib,26S proteosome inhibitor,,,CHEMBL2364701,26S proteosome,INHIBITOR,Homo sapiens,PROTEIN COMPLEX,26S proteosome beta-5 subunit,MB1 (P28074) is binding site,"Name:FDA, SrcID:label/2012/202714lbl.pdf, URL:http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/202714lbl.pdf|Name:PubMed, SrcID:20116451, URL:http://europepmc.org/abstract/MED/20116451",CC(C)C[C@H](NC(=O)[C@H](CCc1ccccc1)NC(=O)CN2CCOCC2)C(=O)N[C@@H](Cc3ccccc3)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]4(C)CO4,CHEMBL2364701,ADRM1
4030,CHEMBL451887,Carfilzomib,Protein,2009.0,L01XX45,L01XX45 [ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS: ANTINEOPLASTIC AGENTS: OTHER ANTINEOPLASTIC AGENTS: Other antineoplastic agents],-zomib,26S proteosome inhibitor,,,CHEMBL2364701,26S proteosome,INHIBITOR,Homo sapiens,PROTEIN COMPLEX,26S proteosome beta-5 subunit,MB1 (P28074) is binding site,"Name:FDA, SrcID:label/2012/202714lbl.pdf, URL:http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/202714lbl.pdf|Name:PubMed, SrcID:20116451, URL:http://europepmc.org/abstract/MED/20116451",CC(C)C[C@H](NC(=O)[C@H](CCc1ccccc1)NC(=O)CN2CCOCC2)C(=O)N[C@@H](Cc3ccccc3)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]4(C)CO4,CHEMBL2364701,PSMD12
4031,CHEMBL451887,Carfilzomib,Protein,2009.0,L01XX45,L01XX45 [ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS: ANTINEOPLASTIC AGENTS: OTHER ANTINEOPLASTIC AGENTS: Other antineoplastic agents],-zomib,26S proteosome inhibitor,,,CHEMBL2364701,26S proteosome,INHIBITOR,Homo sapiens,PROTEIN COMPLEX,26S proteosome beta-5 subunit,MB1 (P28074) is binding site,"Name:FDA, SrcID:label/2012/202714lbl.pdf, URL:http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/202714lbl.pdf|Name:PubMed, SrcID:20116451, URL:http://europepmc.org/abstract/MED/20116451",CC(C)C[C@H](NC(=O)[C@H](CCc1ccccc1)NC(=O)CN2CCOCC2)C(=O)N[C@@H](Cc3ccccc3)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]4(C)CO4,CHEMBL2364701,PSMC4
4032,CHEMBL451887,Carfilzomib,Protein,2009.0,L01XX45,L01XX45 [ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS: ANTINEOPLASTIC AGENTS: OTHER ANTINEOPLASTIC AGENTS: Other antineoplastic agents],-zomib,26S proteosome inhibitor,,,CHEMBL2364701,26S proteosome,INHIBITOR,Homo sapiens,PROTEIN COMPLEX,26S proteosome beta-5 subunit,MB1 (P28074) is binding site,"Name:FDA, SrcID:label/2012/202714lbl.pdf, URL:http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/202714lbl.pdf|Name:PubMed, SrcID:20116451, URL:http://europepmc.org/abstract/MED/20116451",CC(C)C[C@H](NC(=O)[C@H](CCc1ccccc1)NC(=O)CN2CCOCC2)C(=O)N[C@@H](Cc3ccccc3)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]4(C)CO4,CHEMBL2364701,PSMD11
4033,CHEMBL451887,Carfilzomib,Protein,2009.0,L01XX45,L01XX45 [ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS: ANTINEOPLASTIC AGENTS: OTHER ANTINEOPLASTIC AGENTS: Other antineoplastic agents],-zomib,26S proteosome inhibitor,,,CHEMBL2364701,26S proteosome,INHIBITOR,Homo sapiens,PROTEIN COMPLEX,26S proteosome beta-5 subunit,MB1 (P28074) is binding site,"Name:FDA, SrcID:label/2012/202714lbl.pdf, URL:http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/202714lbl.pdf|Name:PubMed, SrcID:20116451, URL:http://europepmc.org/abstract/MED/20116451",CC(C)C[C@H](NC(=O)[C@H](CCc1ccccc1)NC(=O)CN2CCOCC2)C(=O)N[C@@H](Cc3ccccc3)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]4(C)CO4,CHEMBL2364701,PSMC3
4034,CHEMBL451887,Carfilzomib,Protein,2009.0,L01XX45,L01XX45 [ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS: ANTINEOPLASTIC AGENTS: OTHER ANTINEOPLASTIC AGENTS: Other antineoplastic agents],-zomib,26S proteosome inhibitor,,,CHEMBL2364701,26S proteosome,INHIBITOR,Homo sapiens,PROTEIN COMPLEX,26S proteosome beta-5 subunit,MB1 (P28074) is binding site,"Name:FDA, SrcID:label/2012/202714lbl.pdf, URL:http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/202714lbl.pdf|Name:PubMed, SrcID:20116451, URL:http://europepmc.org/abstract/MED/20116451",CC(C)C[C@H](NC(=O)[C@H](CCc1ccccc1)NC(=O)CN2CCOCC2)C(=O)N[C@@H](Cc3ccccc3)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]4(C)CO4,CHEMBL2364701,PSMD8
4035,CHEMBL451887,Carfilzomib,Protein,2009.0,L01XX45,L01XX45 [ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS: ANTINEOPLASTIC AGENTS: OTHER ANTINEOPLASTIC AGENTS: Other antineoplastic agents],-zomib,26S proteosome inhibitor,,,CHEMBL2364701,26S proteosome,INHIBITOR,Homo sapiens,PROTEIN COMPLEX,26S proteosome beta-5 subunit,MB1 (P28074) is binding site,"Name:FDA, SrcID:label/2012/202714lbl.pdf, URL:http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/202714lbl.pdf|Name:PubMed, SrcID:20116451, URL:http://europepmc.org/abstract/MED/20116451",CC(C)C[C@H](NC(=O)[C@H](CCc1ccccc1)NC(=O)CN2CCOCC2)C(=O)N[C@@H](Cc3ccccc3)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]4(C)CO4,CHEMBL2364701,SEM1
4036,CHEMBL451887,Carfilzomib,Protein,2009.0,L01XX45,L01XX45 [ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS: ANTINEOPLASTIC AGENTS: OTHER ANTINEOPLASTIC AGENTS: Other antineoplastic agents],-zomib,26S proteosome inhibitor,,,CHEMBL2364701,26S proteosome,INHIBITOR,Homo sapiens,PROTEIN COMPLEX,26S proteosome beta-5 subunit,MB1 (P28074) is binding site,"Name:FDA, SrcID:label/2012/202714lbl.pdf, URL:http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/202714lbl.pdf|Name:PubMed, SrcID:20116451, URL:http://europepmc.org/abstract/MED/20116451",CC(C)C[C@H](NC(=O)[C@H](CCc1ccccc1)NC(=O)CN2CCOCC2)C(=O)N[C@@H](Cc3ccccc3)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]4(C)CO4,CHEMBL2364701,PSMD7
4037,CHEMBL451887,Carfilzomib,Protein,2009.0,L01XX45,L01XX45 [ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS: ANTINEOPLASTIC AGENTS: OTHER ANTINEOPLASTIC AGENTS: Other antineoplastic agents],-zomib,26S proteosome inhibitor,,,CHEMBL2364701,26S proteosome,INHIBITOR,Homo sapiens,PROTEIN COMPLEX,26S proteosome beta-5 subunit,MB1 (P28074) is binding site,"Name:FDA, SrcID:label/2012/202714lbl.pdf, URL:http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/202714lbl.pdf|Name:PubMed, SrcID:20116451, URL:http://europepmc.org/abstract/MED/20116451",CC(C)C[C@H](NC(=O)[C@H](CCc1ccccc1)NC(=O)CN2CCOCC2)C(=O)N[C@@H](Cc3ccccc3)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]4(C)CO4,CHEMBL2364701,PSMC5
4038,CHEMBL451887,Carfilzomib,Protein,2009.0,L01XX45,L01XX45 [ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS: ANTINEOPLASTIC AGENTS: OTHER ANTINEOPLASTIC AGENTS: Other antineoplastic agents],-zomib,26S proteosome inhibitor,,,CHEMBL2364701,26S proteosome,INHIBITOR,Homo sapiens,PROTEIN COMPLEX,26S proteosome beta-5 subunit,MB1 (P28074) is binding site,"Name:FDA, SrcID:label/2012/202714lbl.pdf, URL:http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/202714lbl.pdf|Name:PubMed, SrcID:20116451, URL:http://europepmc.org/abstract/MED/20116451",CC(C)C[C@H](NC(=O)[C@H](CCc1ccccc1)NC(=O)CN2CCOCC2)C(=O)N[C@@H](Cc3ccccc3)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]4(C)CO4,CHEMBL2364701,PSMC2
4039,CHEMBL451887,Carfilzomib,Protein,2009.0,L01XX45,L01XX45 [ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS: ANTINEOPLASTIC AGENTS: OTHER ANTINEOPLASTIC AGENTS: Other antineoplastic agents],-zomib,26S proteosome inhibitor,,,CHEMBL2364701,26S proteosome,INHIBITOR,Homo sapiens,PROTEIN COMPLEX,26S proteosome beta-5 subunit,MB1 (P28074) is binding site,"Name:FDA, SrcID:label/2012/202714lbl.pdf, URL:http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/202714lbl.pdf|Name:PubMed, SrcID:20116451, URL:http://europepmc.org/abstract/MED/20116451",CC(C)C[C@H](NC(=O)[C@H](CCc1ccccc1)NC(=O)CN2CCOCC2)C(=O)N[C@@H](Cc3ccccc3)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]4(C)CO4,CHEMBL2364701,PSMC1
4040,CHEMBL451887,Carfilzomib,Protein,2009.0,L01XX45,L01XX45 [ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS: ANTINEOPLASTIC AGENTS: OTHER ANTINEOPLASTIC AGENTS: Other antineoplastic agents],-zomib,26S proteosome inhibitor,,,CHEMBL2364701,26S proteosome,INHIBITOR,Homo sapiens,PROTEIN COMPLEX,26S proteosome beta-5 subunit,MB1 (P28074) is binding site,"Name:FDA, SrcID:label/2012/202714lbl.pdf, URL:http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/202714lbl.pdf|Name:PubMed, SrcID:20116451, URL:http://europepmc.org/abstract/MED/20116451",CC(C)C[C@H](NC(=O)[C@H](CCc1ccccc1)NC(=O)CN2CCOCC2)C(=O)N[C@@H](Cc3ccccc3)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]4(C)CO4,CHEMBL2364701,PSMD6
4041,CHEMBL451887,Carfilzomib,Protein,2009.0,L01XX45,L01XX45 [ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS: ANTINEOPLASTIC AGENTS: OTHER ANTINEOPLASTIC AGENTS: Other antineoplastic agents],-zomib,26S proteosome inhibitor,,,CHEMBL2364701,26S proteosome,INHIBITOR,Homo sapiens,PROTEIN COMPLEX,26S proteosome beta-5 subunit,MB1 (P28074) is binding site,"Name:FDA, SrcID:label/2012/202714lbl.pdf, URL:http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/202714lbl.pdf|Name:PubMed, SrcID:20116451, URL:http://europepmc.org/abstract/MED/20116451",CC(C)C[C@H](NC(=O)[C@H](CCc1ccccc1)NC(=O)CN2CCOCC2)C(=O)N[C@@H](Cc3ccccc3)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]4(C)CO4,CHEMBL2364701,PSMD3
4042,CHEMBL451887,Carfilzomib,Protein,2009.0,L01XX45,L01XX45 [ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS: ANTINEOPLASTIC AGENTS: OTHER ANTINEOPLASTIC AGENTS: Other antineoplastic agents],-zomib,26S proteosome inhibitor,,,CHEMBL2364701,26S proteosome,INHIBITOR,Homo sapiens,PROTEIN COMPLEX,26S proteosome beta-5 subunit,MB1 (P28074) is binding site,"Name:FDA, SrcID:label/2012/202714lbl.pdf, URL:http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/202714lbl.pdf|Name:PubMed, SrcID:20116451, URL:http://europepmc.org/abstract/MED/20116451",CC(C)C[C@H](NC(=O)[C@H](CCc1ccccc1)NC(=O)CN2CCOCC2)C(=O)N[C@@H](Cc3ccccc3)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]4(C)CO4,CHEMBL2364701,PSMD1
4043,CHEMBL451887,Carfilzomib,Protein,2009.0,L01XX45,L01XX45 [ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS: ANTINEOPLASTIC AGENTS: OTHER ANTINEOPLASTIC AGENTS: Other antineoplastic agents],-zomib,26S proteosome inhibitor,,,CHEMBL2364701,26S proteosome,INHIBITOR,Homo sapiens,PROTEIN COMPLEX,26S proteosome beta-5 subunit,MB1 (P28074) is binding site,"Name:FDA, SrcID:label/2012/202714lbl.pdf, URL:http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/202714lbl.pdf|Name:PubMed, SrcID:20116451, URL:http://europepmc.org/abstract/MED/20116451",CC(C)C[C@H](NC(=O)[C@H](CCc1ccccc1)NC(=O)CN2CCOCC2)C(=O)N[C@@H](Cc3ccccc3)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]4(C)CO4,CHEMBL2364701,PSMD4
4044,CHEMBL451887,Carfilzomib,Protein,2009.0,L01XX45,L01XX45 [ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS: ANTINEOPLASTIC AGENTS: OTHER ANTINEOPLASTIC AGENTS: Other antineoplastic agents],-zomib,26S proteosome inhibitor,,,CHEMBL2364701,26S proteosome,INHIBITOR,Homo sapiens,PROTEIN COMPLEX,26S proteosome beta-5 subunit,MB1 (P28074) is binding site,"Name:FDA, SrcID:label/2012/202714lbl.pdf, URL:http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/202714lbl.pdf|Name:PubMed, SrcID:20116451, URL:http://europepmc.org/abstract/MED/20116451",CC(C)C[C@H](NC(=O)[C@H](CCc1ccccc1)NC(=O)CN2CCOCC2)C(=O)N[C@@H](Cc3ccccc3)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]4(C)CO4,CHEMBL2364701,PSMD2
4045,CHEMBL325041,Bortezomib,Small molecule,2003.0,L01XX32,L01XX32 [ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS: ANTINEOPLASTIC AGENTS: OTHER ANTINEOPLASTIC AGENTS: Other antineoplastic agents],-zomib,26S proteosome inhibitor,,,CHEMBL2364701,26S proteosome,INHIBITOR,Homo sapiens,PROTEIN COMPLEX,26S proteosome beta-5 subunit,MB1 (P28074) is binding site,"Name:DailyMed, SrcID:setid=1521d321-e724-4ffc-adad-34bf4f44fac7#section-13, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=1521d321-e724-4ffc-adad-34bf4f44fac7#section-13|Name:PubMed, SrcID:21606441, URL:http://europepmc.org/abstract/MED/21606441",CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c2cnccn2)B(O)O,CHEMBL2364701,PSMC6
4046,CHEMBL325041,Bortezomib,Small molecule,2003.0,L01XX32,L01XX32 [ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS: ANTINEOPLASTIC AGENTS: OTHER ANTINEOPLASTIC AGENTS: Other antineoplastic agents],-zomib,26S proteosome inhibitor,,,CHEMBL2364701,26S proteosome,INHIBITOR,Homo sapiens,PROTEIN COMPLEX,26S proteosome beta-5 subunit,MB1 (P28074) is binding site,"Name:DailyMed, SrcID:setid=1521d321-e724-4ffc-adad-34bf4f44fac7#section-13, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=1521d321-e724-4ffc-adad-34bf4f44fac7#section-13|Name:PubMed, SrcID:21606441, URL:http://europepmc.org/abstract/MED/21606441",CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c2cnccn2)B(O)O,CHEMBL2364701,PSMD13
4047,CHEMBL325041,Bortezomib,Small molecule,2003.0,L01XX32,L01XX32 [ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS: ANTINEOPLASTIC AGENTS: OTHER ANTINEOPLASTIC AGENTS: Other antineoplastic agents],-zomib,26S proteosome inhibitor,,,CHEMBL2364701,26S proteosome,INHIBITOR,Homo sapiens,PROTEIN COMPLEX,26S proteosome beta-5 subunit,MB1 (P28074) is binding site,"Name:DailyMed, SrcID:setid=1521d321-e724-4ffc-adad-34bf4f44fac7#section-13, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=1521d321-e724-4ffc-adad-34bf4f44fac7#section-13|Name:PubMed, SrcID:21606441, URL:http://europepmc.org/abstract/MED/21606441",CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c2cnccn2)B(O)O,CHEMBL2364701,ADRM1
4048,CHEMBL325041,Bortezomib,Small molecule,2003.0,L01XX32,L01XX32 [ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS: ANTINEOPLASTIC AGENTS: OTHER ANTINEOPLASTIC AGENTS: Other antineoplastic agents],-zomib,26S proteosome inhibitor,,,CHEMBL2364701,26S proteosome,INHIBITOR,Homo sapiens,PROTEIN COMPLEX,26S proteosome beta-5 subunit,MB1 (P28074) is binding site,"Name:DailyMed, SrcID:setid=1521d321-e724-4ffc-adad-34bf4f44fac7#section-13, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=1521d321-e724-4ffc-adad-34bf4f44fac7#section-13|Name:PubMed, SrcID:21606441, URL:http://europepmc.org/abstract/MED/21606441",CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c2cnccn2)B(O)O,CHEMBL2364701,PSMD12
4049,CHEMBL325041,Bortezomib,Small molecule,2003.0,L01XX32,L01XX32 [ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS: ANTINEOPLASTIC AGENTS: OTHER ANTINEOPLASTIC AGENTS: Other antineoplastic agents],-zomib,26S proteosome inhibitor,,,CHEMBL2364701,26S proteosome,INHIBITOR,Homo sapiens,PROTEIN COMPLEX,26S proteosome beta-5 subunit,MB1 (P28074) is binding site,"Name:DailyMed, SrcID:setid=1521d321-e724-4ffc-adad-34bf4f44fac7#section-13, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=1521d321-e724-4ffc-adad-34bf4f44fac7#section-13|Name:PubMed, SrcID:21606441, URL:http://europepmc.org/abstract/MED/21606441",CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c2cnccn2)B(O)O,CHEMBL2364701,PSMC4
4050,CHEMBL325041,Bortezomib,Small molecule,2003.0,L01XX32,L01XX32 [ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS: ANTINEOPLASTIC AGENTS: OTHER ANTINEOPLASTIC AGENTS: Other antineoplastic agents],-zomib,26S proteosome inhibitor,,,CHEMBL2364701,26S proteosome,INHIBITOR,Homo sapiens,PROTEIN COMPLEX,26S proteosome beta-5 subunit,MB1 (P28074) is binding site,"Name:DailyMed, SrcID:setid=1521d321-e724-4ffc-adad-34bf4f44fac7#section-13, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=1521d321-e724-4ffc-adad-34bf4f44fac7#section-13|Name:PubMed, SrcID:21606441, URL:http://europepmc.org/abstract/MED/21606441",CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c2cnccn2)B(O)O,CHEMBL2364701,PSMD11
4051,CHEMBL325041,Bortezomib,Small molecule,2003.0,L01XX32,L01XX32 [ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS: ANTINEOPLASTIC AGENTS: OTHER ANTINEOPLASTIC AGENTS: Other antineoplastic agents],-zomib,26S proteosome inhibitor,,,CHEMBL2364701,26S proteosome,INHIBITOR,Homo sapiens,PROTEIN COMPLEX,26S proteosome beta-5 subunit,MB1 (P28074) is binding site,"Name:DailyMed, SrcID:setid=1521d321-e724-4ffc-adad-34bf4f44fac7#section-13, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=1521d321-e724-4ffc-adad-34bf4f44fac7#section-13|Name:PubMed, SrcID:21606441, URL:http://europepmc.org/abstract/MED/21606441",CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c2cnccn2)B(O)O,CHEMBL2364701,PSMC3
4052,CHEMBL325041,Bortezomib,Small molecule,2003.0,L01XX32,L01XX32 [ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS: ANTINEOPLASTIC AGENTS: OTHER ANTINEOPLASTIC AGENTS: Other antineoplastic agents],-zomib,26S proteosome inhibitor,,,CHEMBL2364701,26S proteosome,INHIBITOR,Homo sapiens,PROTEIN COMPLEX,26S proteosome beta-5 subunit,MB1 (P28074) is binding site,"Name:DailyMed, SrcID:setid=1521d321-e724-4ffc-adad-34bf4f44fac7#section-13, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=1521d321-e724-4ffc-adad-34bf4f44fac7#section-13|Name:PubMed, SrcID:21606441, URL:http://europepmc.org/abstract/MED/21606441",CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c2cnccn2)B(O)O,CHEMBL2364701,PSMD8
